topic_folder,title,authors,year,kind,filename,doi,source_url,mid_atlantic,why
07_fungi_mycorrhiza_biostimulants,The rhizosphere: a playground and battlefield for soilborne pathogens and beneficial microorganisms,J. M. Raaijmakers et al.,2008,pdf,Raaijmakers-et-al-2008-rhizosphere-playground-and-battlefield.pdf,https://doi.org/10.1007/s11104-008-9568-6,https://link.springer.com/content/pdf/10.1007/s11104-008-9568-6.pdf,no,"Foundational rhizosphere paper for disease suppression, antagonism, and beneficial microbe ecology."
08_forest_gardens_agroforestry,Temperate Agroforestry: How Forest Garden Systems Combined with People-Based Ethics Can Transform Culture,N. M. Castro et al.,2018,pdf,Castro-et-al-2018-temperate-agroforestry-forest-gardens.pdf,https://doi.org/10.3390/su10072246,https://res.mdpi.com/d_attachment/sustainability/sustainability-10-02246/article_deploy/sustainability-10-02246.pdf,no,Direct forest-garden paper and the clearest bridge from permaculture language to temperate agroforestry language.
08_forest_gardens_agroforestry,A systematic scoping literature review into temperate food forests: an overview of the current knowledge and a research agenda,N. M. Castro et al.,2025,pdf,Castro-et-al-2025-temperate-food-forests-scoping-review.pdf,https://doi.org/10.1007/s10457-025-01327-0,https://link.springer.com/content/pdf/10.1007/s10457-025-01327-0.pdf,no,Recent state-of-the-literature review specifically on temperate food forests.
08_forest_gardens_agroforestry,Home gardens: a promising approach to enhance household food security and wellbeing,R. Galhena et al.,2013,pdf,Galhena-et-al-2013-home-gardens-food-security.pdf,https://doi.org/10.1186/2048-7010-2-8,https://link.springer.com/content/pdf/10.1186/2048-7010-2-8.pdf,no,Home-garden review is useful because many forest-garden systems borrow the same multistrata logic.
08_forest_gardens_agroforestry,Agroforestry and Biodiversity,P. Jose,2019,pdf,Jose-2019-agroforestry-and-biodiversity.pdf,https://doi.org/10.3390/su11102879,https://res.mdpi.com/d_attachment/sustainability/sustainability-11-02879/article_deploy/sustainability-11-02879.pdf,no,Broad agroforestry systems review that helps justify forest-garden multifunctionality.
08_forest_gardens_agroforestry,A Review of the Role of Forests and Agroforestry Systems in the FAO Globally Important Agricultural Heritage Systems Programme,J. S. L. Ortiz and coauthors,2020,pdf,Ortiz-et-al-2020-forests-agroforestry-giahs-review.pdf,https://doi.org/10.3390/f11080860,https://res.mdpi.com/d_attachment/forests/forests-11-00860/article_deploy/forests-11-00860.pdf,no,Useful systems-level review on how perennial multistrata systems function across heritage farming contexts.
08_forest_gardens_agroforestry,A review to frame the utilization of Eastern black walnut (Juglans nigra L.) cultivars in alley cropping systems,"Benjamin Bishop, Nicholas A. Meier, Mark V. Coggeshall, Sarah T. Lovell",2023,pdf,Bishop-et-al-2023-eastern-black-walnut-alley-cropping-review.pdf,https://doi.org/10.1007/s10457-023-00909-0,https://link.springer.com/content/pdf/10.1007/s10457-023-00909-0.pdf,no,Climate-relevant agroforestry review for eastern North American tree-crop systems.
09_mid_atlantic_priority,How sustainable agriculture can address the environmental and human health harms of industrial agriculture,"Leo Horrigan, Robert S. Lawrence, and Polly Walker",2002,url,Horrigan-Lawrence-Walker-2002-sustainable-agriculture-harms.url,https://doi.org/10.1289/ehp.02110445,https://pubmed.ncbi.nlm.nih.gov/12003747/,yes,Baltimore-based review that frames why agroecological redesign matters at all. Saved as link because PMC blocked direct PDF export here.
09_mid_atlantic_priority,Long-term economic performance of organic and conventional field crops in the mid-Atlantic region,Michel A. Cavigelli et al.,2009,url,Cavigelli-et-al-2009-mid-atlantic-organic-economics.url,https://doi.org/10.1017/S1742170509002555,https://www.ars.usda.gov/research/publications/publication/?seqNo115=221045,yes,Beltsville / University of Maryland long-term economics paper. Saved as link because direct PDF export was blocked.
09_mid_atlantic_priority,Biomass Production and Nitrogen Accumulation by Hairy Vetch-Cereal Rye Mixtures: A Meta-Analysis,R. Thapa et al.,2018,pdf,Thapa-et-al-2018-hairy-vetch-cereal-rye-meta-analysis.pdf,https://doi.org/10.2134/agronj2017.09.0544,https://www.ars.usda.gov/ARSUserFiles/3122/ThapaEtAl2018.pdf,yes,"University of Maryland / Beltsville-linked cover-crop meta-analysis, directly useful for your climate and soil-building plans."
09_mid_atlantic_priority,Overcoming Weed Management Challenges in Cover Crop-Based Organic Rotational No-Till Soybean Production in the Eastern United States,S. B. Mirsky et al.,2013,url,Mirsky-et-al-2013-organic-rotational-no-till-soybean.url,https://doi.org/10.1614/WT-D-12-00078.1,https://doi.org/10.1614/WT-D-12-00078.1,yes,Eastern U.S. no-till / cover-crop systems paper relevant to reduced tillage ecological production. Saved as stable DOI link.
10_companion_planting_intercropping,"Mixing plant species in cropping systems: concepts, tools and models. A review","E. Malezieux, Y. Crozat, C. Dupraz, M. Laurans",2009,pdf,Malezieux-et-al-2009-mixing-plant-species-review.pdf,https://doi.org/10.1051/agro:2007057,https://link.springer.com/content/pdf/10.1051/agro:2007057.pdf,no,"Foundational review on species mixtures, system design logic, and modeling for diversified cropping."
10_companion_planting_intercropping,Application of Trap Cropping as Companion Plants for the Management of Agricultural Pests: A Review,"Shovon Chandra Sarkar, Endong Wang, Shengyong Wu, Zhongren Lei",2018,pdf,Sarkar-et-al-2018-trap-cropping-companion-plants-review.pdf,https://doi.org/10.3390/insects9040128,https://res.mdpi.com/d_attachment/insects/insects-09-00128/article_deploy/insects-09-00128.pdf,no,Direct companion-planting pest-management review with practical trap-crop mechanisms and case summaries.
10_companion_planting_intercropping,Belowground nitrogen transfer from legumes to non-legumes under managed herbaceous cropping systems. A review,"Malinda S. Thilakarathna, Michel S. McElroy, Tejendra Chapagain, Yousef A. Papadopoulos",2016,pdf,Thilakarathna-et-al-2016-belowground-nitrogen-transfer-review.pdf,https://doi.org/10.1007/s13593-016-0396-4,https://link.springer.com/content/pdf/10.1007/s13593-016-0396-4.pdf,no,"Useful for legume companion planting, relay cropping, and mixed-stand fertility design."
10_companion_planting_intercropping,Combining Milpa and Push-Pull Technology for sustainable food production in smallholder agriculture. A review,"Felipe Libran-Embid, Adewole Olagoke, Emily A. Martin",2023,pdf,Libran-Embid-et-al-2023-milpa-push-pull-review.pdf,https://doi.org/10.1007/s13593-023-00896-7,https://link.springer.com/content/pdf/10.1007/s13593-023-00896-7.pdf,no,"Strong systems paper on companion cropping for fertility, pest management, and resilient production."
10_companion_planting_intercropping,Companion Plants for Aphid Pest Management,"Refka Ben-Issa, Laurent Gomez, Helene Gautier",2017,pdf,Ben-Issa-et-al-2017-companion-plants-aphid-pest-management.pdf,https://doi.org/10.3390/insects8040112,https://res.mdpi.com/d_attachment/insects/insects-08-00112/article_deploy/insects-08-00112.pdf,no,"Focused review on a concrete companion-plant mechanism: aphid disruption, attraction, and biological control support."
10_companion_planting_intercropping,Intercropping-A Low Input Agricultural Strategy for Food and Environmental Security,"Sagar Maitra, Akbar Hossain, Marian Brestic, Milan Skalicky",2021,pdf,Maitra-et-al-2021-intercropping-low-input-strategy-review.pdf,https://doi.org/10.3390/agronomy11020343,https://res.mdpi.com/d_attachment/agronomy/agronomy-11-00343/article_deploy/agronomy-11-00343.pdf,no,"Broad synthesis of intercropping benefits, constraints, metrics, and ecological mechanisms."
11_wild_plants_foraged_integration,Traditional knowledge of wild edible plants used in the northwest of the Iberian Peninsula (Spain and Portugal): a comparative study,"Manuel Pardo-de-Santayana, Javier Tardio, Emilio Blanco, Ana Maria Carvalho",2007,pdf,Pardo-de-Santayana-et-al-2007-wild-edible-plants-iberian-peninsula.pdf,https://doi.org/10.1186/1746-4269-3-27,https://ethnobiomed.biomedcentral.com/counter/pdf/10.1186/1746-4269-3-27,no,"Strong ethnobotanical baseline on wild edible species, edible parts, and knowledge systems around gathered foods."
11_wild_plants_foraged_integration,"Open-source food: Nutrition, toxicology, and availability of wild edible greens in the East Bay","Philip B. Stark, Daphne Miller, Thomas J. Carlson, Kristen Rasmussen de Vasquez",2019,pdf,Stark-et-al-2019-open-source-food-wild-edible-greens.pdf,https://doi.org/10.1371/journal.pone.0202450,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0202450&type=printable,no,"Useful for edible weeds as a managed resource: nutrient density, toxicology, and abundance in disturbed urban ecologies."
11_wild_plants_foraged_integration,"Useful Plants from the Wild to Home Gardens: An Analysis of Home Garden Ethnobotany in Contexts of Habitat Conversion and Land Use Change in Jeju, South Korea",Yooinn Hong and Karl S. Zimmerer,2022,url,Hong-Zimmerer-2022-useful-plants-wild-to-home-gardens.url,https://doi.org/10.2993/0278-0771-42.3.6,https://doi.org/10.2993/0278-0771-42.3.6,no,Most direct paper in the set on moving useful wild plants into managed home-garden systems.
11_wild_plants_foraged_integration,Edible green infrastructure: An approach and review of provisioning ecosystem services and disservices in urban environments,"Alessio Russo, Francisco J. Escobedo, Giuseppe T. Cirella, Stefan Zerbe",2017,url,Russo-et-al-2017-edible-green-infrastructure-review.url,https://doi.org/10.1016/j.agee.2017.03.026,https://doi.org/10.1016/j.agee.2017.03.026,no,"Review on incorporating edible plants into designed landscapes while accounting for provisioning services, contamination, and tradeoffs."
11_wild_plants_foraged_integration,"The new trends in wild edible plants valorization: commercial cultivation protocols, agronomic practices and future challenges","Nikolaos Polyzos, Vasiliki Liava, Vasileios Antoniadis, Pedro Garcia",2025,pdf,Polyzos-et-al-2025-wild-edible-plants-valorization-review.pdf,https://doi.org/10.3389/fhort.2025.1638703,https://public-pages-files-2025.frontiersin.org/journals/horticulture/articles/10.3389/fhort.2025.1638703/pdf,no,Direct cultivation-focused review on domesticating and managing wild edible species in farming systems.
11_wild_plants_foraged_integration,"Wild edible plants for food security, dietary diversity, and nutraceuticals: a global overview of emerging research","B. Mohan Kumar, Gurulingaiah Bhavya, Savitha De Britto, Sudisha Jogaiah",2025,pdf,Kumar-et-al-2025-wild-edible-plants-global-overview.pdf,https://doi.org/10.3389/fsufs.2025.1686446,https://public-pages-files-2025.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2025.1686446/pdf,no,"Recent overview connecting wild edible plants to food security, local food systems, domestication, and sustainable harvesting."
11_wild_plants_foraged_integration,Wild food plant use in 21st century Europe: the disappearance of old traditions and the search for new cuisines involving wild edibles,A. Luczaj et al.,2012,url,Luczaj-et-al-2012-wild-food-plant-use-in-21st-century-europe.url,https://doi.org/10.5586/asbp.2012.031,https://doi.org/10.5586/asbp.2012.031,no,"Useful cultural and culinary context for integrating foraged plants into modern food systems, kitchens, and gardens."
12_beneficial_insects_pest_indicators,Habitat Management to Conserve Natural Enemies of Arthropod Pests in Agriculture,"Douglas A. Landis, Stephen D. Wratten, Geoff M. Gurr",2000,url,Landis-Wratten-Gurr-2000-habitat-management-natural-enemies.url,https://doi.org/10.1146/annurev.ento.45.1.175,https://doi.org/10.1146/annurev.ento.45.1.175,no,"Foundational review on habitat management, insectary resources, and conservation biological control."
12_beneficial_insects_pest_indicators,Plant species diversity for sustainable management of crop pests and diseases in agroecosystems: a review,"Alain Ratnadass, Paula Fernandes, Jacques Avelino, Robert Habib",2011,pdf,Ratnadass-et-al-2011-plant-species-diversity-pests-diseases-review.pdf,https://doi.org/10.1007/s13593-011-0022-4,https://link.springer.com/content/pdf/10.1007/s13593-011-0022-4.pdf,no,"Best broad review in the set for why plant diversity can suppress pests through resource dilution, natural enemies, microclimate, and improved crop physiology."
12_beneficial_insects_pest_indicators,In-Field Habitat Management to Optimize Pest Control of Novel Soil Communities in Agroecosystems,Kirsten Pearsons and John Tooker,2017,pdf,Pearsons-Tooker-2017-in-field-habitat-management-soil-communities.pdf,https://doi.org/10.3390/insects8030082,https://res.mdpi.com/d_attachment/insects/insects-08-00082/article_deploy/insects-08-00082.pdf,no,"Directly relevant to cover crops, reduced tillage, soil biodiversity, and predator support for belowground and surface-active pest control."
12_beneficial_insects_pest_indicators,Flower Strips and Their Ecological Multifunctionality in Agricultural Fields,"Jolanta Kowalska, Malgorzata Antkowiak, Pawel Sienkiewicz",2022,pdf,Kowalska-et-al-2022-flower-strips-ecological-multifunctionality.pdf,https://doi.org/10.3390/agriculture12091470,https://res.mdpi.com/d_attachment/agriculture/agriculture-12-01470/article_deploy/agriculture-12-01470.pdf,no,Practical review on flower strips as beneficial-insect infrastructure and on the tradeoffs around strip design and management.
12_beneficial_insects_pest_indicators,Impacts of Wildflower Interventions on Beneficial Insects in Fruit Crops: A Review,Michelle T. Fountain,2022,pdf,Fountain-2022-wildflower-interventions-beneficial-insects-review.pdf,https://doi.org/10.3390/insects13030304,https://res.mdpi.com/d_attachment/insects/insects-13-00304/article_deploy/insects-13-00304.pdf,no,Useful review on which wildflower interventions actually help beneficial insects and how placement and management matter.
12_beneficial_insects_pest_indicators,Induction of Systemic Resistance against Insect Herbivores in Plants by Beneficial Soil Microbes,Md. Harun-Or Rashid and Young R. Chung,2017,pdf,Rashid-Chung-2017-systemic-resistance-insect-herbivores-beneficial-microbes.pdf,https://doi.org/10.3389/fpls.2017.01816,https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2017.01816/pdf,no,"Important review for the idea that healthy rhizosphere biology can improve direct plant resistance to herbivores, not just nutrition."
12_beneficial_insects_pest_indicators,Plant mineral nutrition and disease resistance: A significant linkage for sustainable crop protection,"Ruchi Tripathi, Rashmi Tewari, K. P. Singh, Chetan Keswani, Tatiana Minkina",2022,pdf,Tripathi-et-al-2022-plant-mineral-nutrition-disease-resistance.pdf,https://doi.org/10.3389/fpls.2022.883970,https://public-pages-files-2025.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2022.883970/pdf,no,Best fit for using disease and disorder pressure as a nutrient-balance diagnostic rather than treating all problems as spray problems.
12_beneficial_insects_pest_indicators,Nutrition vs association: plant defenses are altered by arbuscular mycorrhizal fungi association not by nutritional provisioning alone,"Chase A. Stratton, Swayamjit Ray, Brosi A. Bradley, Jason P. Kaye, Jared G. Ali",2022,pdf,Stratton-et-al-2022-amf-association-plant-defenses.pdf,https://doi.org/10.1186/s12870-022-03795-3,https://bmcplantbiol.biomedcentral.com/counter/pdf/10.1186/s12870-022-03795-3.pdf,no,Useful mechanistic paper showing that mycorrhiza-driven defense effects are not explained by nutrition alone.
12_beneficial_insects_pest_indicators,Plant Nutrition: A tool for the management of hemipteran insect-pests-A review,Vinay Singh and A. K. Sood,2017,pdf,Singh-Sood-2017-plant-nutrition-hemipteran-insect-pests-review.pdf,https://doi.org/10.18805/ag.r-1637,https://arccarticles.s3.amazonaws.com/webArticle/Final-attachment-published-R-1637.pdf,no,"Direct review on how nutrient balance shifts pressure from sap-feeding pests such as aphids, leafhoppers, whiteflies, and related groups."
